fit_time,score_time,test_accuracy,test_f1,test_roc_auc,classifier,dataset
14.483658790588379,0.030710458755493164,0.6051703877790834,0.6111111111111112,0.6457829328914666,LGBMClassifier(),paintype
14.385246276855469,0.03278851509094238,0.5910693301997649,0.5876777251184834,0.631836509251588,LGBMClassifier(),paintype
13.402706861495972,0.026278018951416016,0.6305882352941177,0.631455399061033,0.6598865051903114,LGBMClassifier(),paintype
13.424952268600464,0.0324704647064209,0.5870588235294117,0.5826397146254458,0.6372982698961938,LGBMClassifier(),paintype
0.012878894805908203,0.2840311527252197,0.5052878965922444,0.2971619365609349,0.48365368682684345,KNeighborsClassifier(n_neighbors=3),paintype
0.011985540390014648,0.28028321266174316,0.5264394829612221,0.2991304347826087,0.5265175365921017,KNeighborsClassifier(n_neighbors=3),paintype
0.013304471969604492,0.2733438014984131,0.5011764705882353,0.3205128205128205,0.5229176470588236,KNeighborsClassifier(n_neighbors=3),paintype
0.01207113265991211,0.27324676513671875,0.5141176470588236,0.35968992248062015,0.5283875432525951,KNeighborsClassifier(n_neighbors=3),paintype
11.498552799224854,0.9298458099365234,0.5769682726204466,0.5724465558194775,0.6163987848660591,"SVC(C=0.025, kernel='linear', probability=True)",paintype
12.456376552581787,0.9628584384918213,0.5793184488836662,0.5768321513002365,0.6254183927091964,"SVC(C=0.025, kernel='linear', probability=True)",paintype
12.38563585281372,0.98394775390625,0.5705882352941176,0.5838084378563284,0.5942089965397923,"SVC(C=0.025, kernel='linear', probability=True)",paintype
12.591650247573853,1.0056278705596924,0.5694117647058824,0.5714285714285714,0.6269674740484429,"SVC(C=0.025, kernel='linear', probability=True)",paintype
1.0697383880615234,0.00749659538269043,0.6086956521739131,0.6021505376344085,0.605863021264844,DecisionTreeClassifier(max_depth=5),paintype
1.0709724426269531,0.006638050079345703,0.5616921269095182,0.5823068309070548,0.5826014913007458,DecisionTreeClassifier(max_depth=5),paintype
1.0765950679779053,0.0065729618072509766,0.5835294117647059,0.5541561712846348,0.5790505190311419,DecisionTreeClassifier(max_depth=5),paintype
1.0771331787109375,0.00681304931640625,0.6,0.5707070707070706,0.6205896193771626,DecisionTreeClassifier(max_depth=5),paintype
2.2702107429504395,0.049546003341674805,0.5851938895417156,0.5721212121212121,0.6085446009389671,RandomForestClassifier(max_depth=5),paintype
2.279249429702759,0.04922175407409668,0.5781433607520564,0.5669481302774426,0.6104004418668876,RandomForestClassifier(max_depth=5),paintype
2.28181529045105,0.04778337478637695,0.6129411764705882,0.6050420168067228,0.6574615916955017,RandomForestClassifier(max_depth=5),paintype
2.2807586193084717,0.04962277412414551,0.6223529411764706,0.6041923551171393,0.6511557093425605,RandomForestClassifier(max_depth=5),paintype
12.280542612075806,0.14278388023376465,0.5922444183313749,0.5960419091967404,0.6232062966031483,AdaBoostClassifier(),paintype
12.282547950744629,0.1396958827972412,0.6086956521739131,0.6059171597633136,0.6283982325324495,AdaBoostClassifier(),paintype
12.259631156921387,0.14526748657226562,0.5647058823529412,0.5747126436781609,0.5962435986159169,AdaBoostClassifier(),paintype
12.282572507858276,0.14146089553833008,0.5964705882352941,0.5911799761620977,0.6056415224913495,AdaBoostClassifier(),paintype
1.4676704406738281,0.18596434593200684,0.5088131609870741,0.5184331797235022,0.5258215962441315,QuadraticDiscriminantAnalysis(),paintype
1.391695499420166,0.18876934051513672,0.5276145710928319,0.5881147540983607,0.540237503452085,QuadraticDiscriminantAnalysis(),paintype
1.4061214923858643,0.1831667423248291,0.4976470588235294,0.5343511450381679,0.5157536332179931,QuadraticDiscriminantAnalysis(),paintype
1.398085355758667,0.18402314186096191,0.548235294117647,0.5733333333333333,0.5555155709342561,QuadraticDiscriminantAnalysis(),paintype
35.73180174827576,0.032517433166503906,0.5652173913043478,0.5687645687645687,0.5981110190555096,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None, gamma=None,
              gpu_id=None, importance_type='gain', interaction_constraints=None,
              learning_rate=None, max_delta_step=None, max_depth=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              random_state=None, reg_alpha=None, reg_lambda=None,
              scale_pos_weight=None, subsample=None, tree_method=None,
              validate_parameters=None, verbosity=None)",paintype
35.66982865333557,0.03190922737121582,0.5922444183313749,0.5979142526071842,0.6161115713891191,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None, gamma=None,
              gpu_id=None, importance_type='gain', interaction_constraints=None,
              learning_rate=None, max_delta_step=None, max_depth=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              random_state=None, reg_alpha=None, reg_lambda=None,
              scale_pos_weight=None, subsample=None, tree_method=None,
              validate_parameters=None, verbosity=None)",paintype
34.54892420768738,0.03210139274597168,0.5976470588235294,0.5976470588235294,0.6257716262975778,"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None, gamma=None,
              gpu_id=None, importance_type='gain', interaction_constraints=None,
              learning_rate=None, max_delta_step=None, max_depth=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              random_state=None, reg_alpha=None, reg_lambda=None,
              scale_pos_weight=None, subsample=None, tree_method=None,
              validate_parameters=None, verbosity=None)",paintype
